url,keyword,owner_handle,owner_name,caption,transcript,views,thumbnail,location_name,us_decision,relevance_decision,discovered_at,updated_at,status
https://www.instagram.com/reel/DN9pNVrDiZV,nike,xmasinorlando,xmasinorlando,"Nike Kobe 3 Protro Halo, so fresh and so clean!!!",,600,https://instagram.fasu6-1.fna.fbcdn.net/v/t51.2885-15/539985656_1807460679862010_2660414393308879012_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fasu6-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QGLyYvr_-lA0nZ94hqNQ3lo0WYk6LRFl6CrC-PvQdvIhppg_rZVD8tlkq6ay0sCkwk&_nc_ohc=_h3CHPOYGB4Q7kNvwH3zjIB&_nc_gid=0SkAUeoq6hCIMRIz6Om8Tg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfehpDNDpRjohgobZ4Tc78nIQlR4DyVSbSp4vcWeubyYqg&oe=68F30A2B&_nc_sid=d885a2,Nike,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DLzLadUgzSG,nike,katoonieurope,جغرافیا اسپرت,"Nike Shoes United States 🇺🇸 

“Nike LeBron NXXT Gen “🇺🇸

#nikebasketball #nikevolleyball #نایک_اورجینال #نایک #lebronnxxtgen",,393,https://instagram.fepa8-1.fna.fbcdn.net/v/t51.2885-15/516277585_1722021355072913_7873780403014228952_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fepa8-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QFgQRlCAgJaBsEvrXPQo3DPCCHxV0B7Vn1ed2da3WyPEj0dhwHmt4aXANMQhSSLvoY&_nc_ohc=vX4CdUqrbHIQ7kNvwHzvpLg&_nc_gid=RHD2bHjTf4UZL_sE85702w&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afduk1WkVd6dztTqeijK2HDcYgVSOZV8wbv-um3X_NKPNg&oe=68F2E51B&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DN3vYClQpWE,nike,futurefashion401,FutureFashion,"Customers cashing out on STEALS!🤑 1478 Atwood Ave Johnston RI
•
•
•
#trending #trendy #viral #sneakers #jordan #vintage #fyp #reels #shorts #fyp",,1532,https://instagram.fcai20-1.fna.fbcdn.net/v/t51.2885-15/539500833_1099640885076392_185944869643926095_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fcai20-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QGyvJxX6SDDiyJZE2_03NBR_XR5_OAz4e9DFjorU6u43P0syIs2MNuZm0gKLMFHAh0&_nc_ohc=uLyPExlZzdAQ7kNvwEBb1I0&_nc_gid=ipIFn4kzzYH7cN77o33YcQ&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfcXm_-R9SVFHbGYHFmWpaQZQX2SXWzef_Oa4jxLzYu3iA&oe=68F2F0A8&_nc_sid=d885a2,Future Fashion 401,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DPByLbWDcCU,nike,annacockrell,"Anna Cockrell, MPP","Nike x Skims launch party in NYC
Big thanks to the team for asking me to attend. Surreal night! 
@nike @nikewomen @skims

Hair: @andibeauty 
Makeup: @raniasmakeup",,104435,https://instagram.fnjf34-1.fna.fbcdn.net/v/t51.2885-15/554663260_1294416115484234_4073313801367427519_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fnjf34-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QHYtOez5z2l_t62leJHig05QHAvRQkyUi_hzqz3J4HlTOOtBk1cqoTAPjbY3X-xYD8&_nc_ohc=M5x_5Ww66vcQ7kNvwGTA0x1&_nc_gid=11UCK-MO7PcgYpbh-fpvRA&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfdWG7gCm57gVJnz99mYY5611505j9YFQh_UZ382mFMisw&oe=68F2E3BA&_nc_sid=d885a2,New York City,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DEkvOloxc3x,nike,runabout_sports,RunAbout Sports,"New @nikerunning apparel JUST IN‼️

Come check out the new pieces we have in store: 
• Men’s Nike Fast Dri-Fit Brief-Lined Running 1/2 Tight
• Men’s Nike Phenom Dri-Fit Running Tight 
• Men’s Nike Miler Dri-Fit UV Long Sleeve Top
• Women’s Nike One Classic Dri-Fit Long Sleeve Top

#running #fyp #runabout #nike #nikerunning #runningapparel #apparel #nikeapparel #trackandfield",,231,https://instagram.fbom33-1.fna.fbcdn.net/v/t51.2885-15/472648048_18438748318074656_7734531047293884080_n.jpg?stp=c0.455.1170.1170a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=instagram.fbom33-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QHxETFN9_Ls90ZkQHUYUhQR31QSDP-FFrYfiDReH1jL3d_iIKWJohY-j6raIG6G0W0&_nc_ohc=2iN9ON6Y2_gQ7kNvwGrbusU&_nc_gid=L6QZyIvUWd1aBk3LEyZ4Zg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afeq7dgsZm0LQDx0D67NIssoadA6qC5MuPjf3gnUWGSHNQ&oe=68F2EE14&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DPfRHxHkaV9,nike,nicekicks,Nice Kicks,,,25634,https://instagram.fbjp2-1.fna.fbcdn.net/v/t51.2885-15/559316242_18546699091030324_4901419335390816588_n.jpg?stp=c0.90.720.720a_dst-jpg_e15_s640x640_tt6&_nc_ht=instagram.fbjp2-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QHItxpYB00v8KJXU8t18WLj_Fm748lrTFqIBbNM-ADvnk9Ryk0AWz8v90wPc9frQZU&_nc_ohc=YvS_N1YB14kQ7kNvwF3CjGn&_nc_gid=OBaiqBaXUSrZSzfQ3TURPA&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AffuwCMiOKhKMjvdynFtr7qbvnQQJFLPblVrf7UcEQE9Jw&oe=68F2F65D&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/C5PcUz6O5m_,nike,annacockrell,"Anna Cockrell, MPP","Nike spring style pack unboxing! 💚💚

Very obsessed with these pieces! If you can’t tell, I love a midriff moment and an open back 🤪

I’m so appreciative of the Nike style team for finding clothes and shoes they think I’d love (and so is my sister who wears the same size as me 😂)

#Nike #NikeWomen",,39907,https://instagram.fmaa12-3.fna.fbcdn.net/v/t51.2885-15/500713346_680196111542085_3262705181430385883_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640_tt6&_nc_ht=instagram.fmaa12-3.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QGcU9mGntbAOuC2Go4t6gI4V2Ja7Qsk--v_W8yigQGMwqP2VW8VHmgx-GmFlDrT0Cs&_nc_ohc=44CpzqW5f4UQ7kNvwGfi8eu&_nc_gid=KY7V64OIpQFR17IJegCejw&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfdyBqCgGhu-GG6r7OnCmvDs4wqA94ecf1EjVEmdndhLgQ&oe=68F2E8D6&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DPikmHUjcgs,nike,trendsoclock,TrendsO’clock,"Here’s an update on the Cool Kicks situation! Watch! 

:Delivering as it unfolds…
Follow @trendsoclock now to stay updated always!
#coolkicks #nikesneakers #sneakernews",,60,https://instagram.fctg1-3.fna.fbcdn.net/v/t51.2885-15/561757091_803028612255218_1767690031780336577_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fctg1-3.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QE2RW_Ni7ihL1DZJkBLSG6xpqIvuIAofYzf1HzX-DZgAgToBpPS_lI6-VJlMd6QxKI&_nc_ohc=jDPgHJRk46wQ7kNvwGN2IJQ&_nc_gid=3A9PiRmfcIWFHmAFtzSS7Q&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afc--xsB_jlspiCZkmJBR6zRUzoArAUFrUiMhPgyq0_ZUw&oe=68F2FB04&_nc_sid=d885a2,News For You,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DMxAbtYINO7,nike,uguruigwe,Igwe Uguru,Too many options could lead to no choice. Help me make a choice @nike Factory Store.,,7,https://instagram.fdac149-1.fna.fbcdn.net/v/t51.2885-15/525780524_1790343501898994_3645610778480697032_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fdac149-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QEZ3nuBysyXDO2UyFyBPyA6Y5Mrq5ff-JcrWpmYbiqqwPoI_HjMQidJAqopK8IudF4&_nc_ohc=rvOWCMcuXYIQ7kNvwGsN5Gc&_nc_gid=XhK023j9E4vbknfFXFeOcg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfcngTllCs6SIa73ofrwNpL_lhsL32-cNLrf3SBp3W5Grg&oe=68F30508&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DH1Z8jIJi0G,nike,kiingdomclothing,Kingdom Clothing | Sustainable & Affordable Vintage Clothing,"NIKE COLLECTION IS LIVE ❤️

Shop at kc-vintage.com

#inspo #vintage #nike #clothing",,920,https://scontent-sin11-1.cdninstagram.com/v/t51.2885-15/487820254_18056925158146769_5850447676497254767_n.jpg?stp=c0.458.1179.1179a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=scontent-sin11-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QHBSnwqQrGP8A6yhRq_dRsKtm6O8Q2tzMIS3r2VghjT3437laXExno8649v62GQFIM&_nc_ohc=iTfDzc0aRLkQ7kNvwGgEfNo&_nc_gid=KmtkbwxR6iSaOWvxRdokkA&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afd0glL2yfDMMdUpQmO_evU8Xas-d2OkhoBcF27z3hkqxA&oe=68F302AF&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DMDfZI0Cuat,nike,greedy.by.design,Greedy By Design,"🏃‍♀️ Swift…

“Running isn’t just about the miles. It’s about feeling confident, comfortable and true to yourself with every step. The Nike Swift collection is designed to provide that for runners. It’s like a trusted friend who knows exactly what you need, no matter your size, pace or personal style,” says Kema Ferrall, Senior Director, Global Women’s Running Apparel. “When I put on these pieces, I feel seen, supported and ready to take on any challenge — be it a gentle jog or a marathon. It’s not just apparel. It’s a celebration of every woman’s unique running journey, empowering us to express ourselves freely as we chase our goals across all seasons.”

The Swift collection is made up of 10 apparel pieces designed for the needs and preferences of women. Versatility was the north star for this collection, which features pieces that allow women to easily transition from a run to another sport or the rest of life. Each piece was tested throughout the creation process by athletes with different body shapes and running experience, and their feedback informed design evolutions that help Nike icons like Dri-FIT running shorts and leggings and the Nike Swoosh Bra better serve today’s runner.

•

📸 Photography by Nike.

•

•

•

#airmax1 #airmax95 #nikeairmax #nikeairmax97 #nikeairforce1 #nikerunning #nikerunclub #nikerun #nikeairmax90 #airforce1 #airmax #designer #graphicdesign #nike #nikeair #airmax97",,341,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/520264065_1651870672175084_772420228703031837_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QHfYkiidFDib2TfSBup2tMppq9T4CMC9-PLGOX6kjKeHDyp6_0rSsn3_G0lsM74Yhw&_nc_ohc=_PoKuJv9ZwUQ7kNvwEwTWZ_&_nc_gid=cnj-BNWyjQS70x9QI_gu5w&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afd9tIWRNgaA8Cc7Whbi9J8GrigtShjIq9qw6pSLCOj6gA&oe=68F2E7D7&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DBj4WeoveNn,nike,snipes_usa,SNIPES USA | Sneakers,"Nothing beats the hustle of the streets! 🚦

Follow @newyorknico as he takes us through the busy streets of New York wearing the new Nike C1TY “Street Meat” colorway. Discover the true essence of the city through street food: the heartbeat that connects us all. Make your way to @bodega.truck, @nyhotdogs, or @labonbonnierenyc today and say ‘Snipes Knows Nico’ for a chance to win 1 of 3 $100 SNIPES gift cards per business! The Nike C1TY ‘Street Meat’ colorway releases on October 26th.

#snipesusa #snipesknows",,42948,https://instagram.ftuc4-1.fna.fbcdn.net/v/t51.2885-15/504250567_699402526303758_129047645758457330_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640_tt6&_nc_ht=instagram.ftuc4-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QGKkMh1zgx5SkE4-7y2-VdKRvVd0_Q8CJC7XU8yHkXEpDmQRNzx5sf3-rMDqkU28qQ&_nc_ohc=an82gqQWgjwQ7kNvwFTOL7j&_nc_gid=3j6WbZqyAL9vYvLEd4p8wg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AffUjd0dnxo1cTpc8soSmd2ifdSUPHYYBvtnNKogQ9omLg&oe=68F2F60C&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/CxyFREQO83y,nike,nicekicks,Nice Kicks,"Best Nike SB pair here? @nikesbornothing 
Follow @nicekicks for more #sneakers content! 🔥👟",,69999,https://instagram.fepa2-1.fna.fbcdn.net/v/t51.2885-15/495858549_690748383856767_7994010884063846763_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640_tt6&_nc_ht=instagram.fepa2-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2QEuvX6Eln1WDsk-JziWcAlijYq9pa3EzTpV9AyfvTpyMyDgYW64pU6Zy8kK13pDAvI&_nc_ohc=rjtrLJT8mUwQ7kNvwEgReAS&_nc_gid=5uGZxZzZopl8-_NYBl6cpg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfceUS2AJ4F-aFr0cB7PChEykxznIqZR4r5iEx1QnBwcOA&oe=68F2EAE2&_nc_sid=d885a2,,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
https://www.instagram.com/reel/DBcIwNbxrpR,nike,imageny,IMAGE NY SNEAKER SHOP,"UNBOXING : Nike Dunk Low “What the Duck Home”

#sneakernews #kicksonfire #sneakercon #imageny #nikedunk #whatthedunk #whattheoregon",,1104,https://scontent-sof1-2.cdninstagram.com/v/t51.2885-15/508303892_2194622184343355_4231581423511954565_n.jpg?stp=c0.420.1080.1080a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=scontent-sof1-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QEkBZPaaT8uDXFjyj7-yxDoXlYc2a5zWxqKJWumPXosmskeD8D2FCNfYOBzy6uKlUk&_nc_ohc=XkeFt6XPY40Q7kNvwFK33H9&_nc_gid=U26zp9rxx7h5B7jKYDPIuQ&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfcpLiGgXEpZQTCV2V45SFTuYN9lY1JAuE2l6OoyArp-ag&oe=68F2F4C1&_nc_sid=d885a2,Image-NY,,,2025-10-13T16:01:31.612Z,2025-10-13T16:02:22.488Z,hydrated
